ID,Year,AgeGroup,SmokingStatus,Maternities
717,2015/16,25-34,Former smoker,32
718,2015/16,25-34,Never smoked,89
719,2015/16,25-34,Current smoker,2
720,2015/16,25-34,Former smoker,8
721,2015/16,25-34,Never smoked,55
722,2015/16,25-34,Unknown,1
723,2015/16,25-34,Current smoker,4
724,2015/16,25-34,Former smoker,8
725,2015/16,25-34,Never smoked,64
726,2015/16,25-34,Unknown,3
727,2015/16,35 and over,Current smoker,4
728,2015/16,35 and over,Former smoker,4
729,2015/16,35 and over,Never smoked,23
730,2015/16,35 and over,Unknown,1
731,2015/16,35 and over,Current smoker,13
732,2015/16,35 and over,Former smoker,15
733,2015/16,35 and over,Never smoked,25
734,2015/16,35 and over,Unknown,1
735,2015/16,35 and over,Current smoker,7
736,2015/16,35 and over,Former smoker,8
737,2015/16,35 and over,Never smoked,23
738,2015/16,35 and over,Unknown,1
739,2015/16,35 and over,Current smoker,1
740,2015/16,35 and over,Former smoker,6
741,2015/16,35 and over,Never smoked,17
742,2015/16,35 and over,Former smoker,6
743,2015/16,35 and over,Never smoked,48
744,2015/16,Under 25,Current smoker,26
745,2015/16,Under 25,Former smoker,21
746,2015/16,Under 25,Never smoked,27
747,2015/16,Under 25,Unknown,1
748,2015/16,Under 25,Current smoker,26
749,2015/16,Under 25,Former smoker,18
750,2015/16,Under 25,Never smoked,34
751,2015/16,Under 25,Unknown,1
752,2015/16,Under 25,Current smoker,5
753,2015/16,Under 25,Former smoker,5
754,2015/16,Under 25,Never smoked,25
755,2015/16,Under 25,Current smoker,2
756,2015/16,Under 25,Former smoker,3
757,2015/16,Under 25,Never smoked,5
758,2015/16,Under 25,Current smoker,2
759,2015/16,Under 25,Never smoked,10
760,2015/16,25-34,Current smoker,86
761,2015/16,25-34,Former smoker,59
762,2015/16,25-34,Never smoked,241
763,2015/16,25-34,Unknown,22
764,2015/16,25-34,Current smoker,88
765,2015/16,25-34,Former smoker,58
766,2015/16,25-34,Never smoked,319
767,2015/16,25-34,Unknown,17
768,2015/16,25-34,Current smoker,43
769,2015/16,25-34,Former smoker,52
770,2015/16,25-34,Never smoked,247
771,2015/16,25-34,Unknown,12
772,2015/16,25-34,Current smoker,14
773,2015/16,25-34,Former smoker,29
774,2015/16,25-34,Never smoked,314
775,2015/16,25-34,Unknown,18
776,2015/16,25-34,Current smoker,8
777,2015/16,25-34,Former smoker,22
778,2015/16,25-34,Never smoked,215
779,2015/16,25-34,Unknown,6
780,2015/16,35 and over,Current smoker,27
781,2015/16,35 and over,Former smoker,12
782,2015/16,35 and over,Never smoked,58
783,2015/16,35 and over,Unknown,2
784,2015/16,35 and over,Current smoker,13
785,2015/16,35 and over,Former smoker,28
786,2015/16,35 and over,Never smoked,71
787,2015/16,35 and over,Unknown,6
788,2015/16,35 and over,Current smoker,7
789,2015/16,35 and over,Former smoker,15
790,2015/16,35 and over,Never smoked,93
791,2015/16,35 and over,Unknown,3
792,2015/16,35 and over,Current smoker,7
793,2015/16,35 and over,Former smoker,28
794,2015/16,35 and over,Never smoked,144
795,2015/16,35 and over,Unknown,9
796,2015/16,35 and over,Current smoker,5
797,2015/16,35 and over,Former smoker,9
798,2015/16,35 and over,Never smoked,102
799,2015/16,35 and over,Unknown,5
800,2015/16,Under 25,Current smoker,72
801,2015/16,Under 25,Former smoker,28
802,2015/16,Under 25,Never smoked,111
803,2015/16,Under 25,Unknown,12
804,2015/16,Under 25,Current smoker,59
805,2015/16,Under 25,Former smoker,32
806,2015/16,Under 25,Never smoked,106
807,2015/16,Under 25,Unknown,8
808,2015/16,Under 25,Current smoker,20
809,2015/16,Under 25,Former smoker,15
810,2015/16,Under 25,Never smoked,56
811,2015/16,Under 25,Unknown,3
812,2015/16,Under 25,Current smoker,8
813,2015/16,Under 25,Former smoker,7
814,2015/16,Under 25,Never smoked,37
815,2015/16,Under 25,Unknown,2
816,2015/16,Under 25,Current smoker,4
817,2015/16,Under 25,Former smoker,6
818,2015/16,Under 25,Never smoked,8
819,2015/16,Under 25,Unknown,3
820,2015/16,25-34,Current smoker,9
821,2015/16,25-34,Former smoker,7
822,2015/16,25-34,Never smoked,69
823,2015/16,25-34,Current smoker,9
824,2015/16,25-34,Former smoker,9
825,2015/16,25-34,Never smoked,69
826,2015/16,25-34,Current smoker,7
827,2015/16,25-34,Former smoker,3
828,2015/16,25-34,Never smoked,74
829,2015/16,25-34,Current smoker,11
830,2015/16,25-34,Former smoker,12
831,2015/16,25-34,Never smoked,95
832,2015/16,25-34,Unknown,2
833,2015/16,25-34,Current smoker,1
834,2015/16,25-34,Former smoker,4
835,2015/16,25-34,Never smoked,76
836,2015/16,35 and over,Current smoker,6
837,2015/16,35 and over,Never smoked,9
838,2015/16,35 and over,Unknown,1
839,2015/16,35 and over,Current smoker,4
840,2015/16,35 and over,Never smoked,30
841,2015/16,35 and over,Current smoker,4
842,2015/16,35 and over,Former smoker,1
843,2015/16,35 and over,Never smoked,27
844,2015/16,35 and over,Current smoker,5
845,2015/16,35 and over,Former smoker,2
846,2015/16,35 and over,Never smoked,56
847,2015/16,35 and over,Unknown,1
848,2015/16,35 and over,Current smoker,2
849,2015/16,35 and over,Former smoker,2
850,2015/16,35 and over,Never smoked,55
851,2015/16,35 and over,Unknown,1
852,2015/16,Under 25,Current smoker,13
853,2015/16,Under 25,Former smoker,9
854,2015/16,Under 25,Never smoked,46
855,2015/16,Under 25,Current smoker,12
856,2015/16,Under 25,Former smoker,5
857,2015/16,Under 25,Never smoked,19
858,2015/16,Under 25,Current smoker,4
859,2015/16,Under 25,Former smoker,2
860,2015/16,Under 25,Never smoked,12
861,2015/16,Under 25,Unknown,1
862,2015/16,Under 25,Current smoker,3
863,2015/16,Under 25,Never smoked,16
864,2015/16,Under 25,Unknown,2
865,2015/16,Under 25,Current smoker,1
866,2015/16,Under 25,Never smoked,5
867,2015/16,25-34,Current smoker,54
868,2015/16,25-34,Former smoker,15
869,2015/16,25-34,Never smoked,124
870,2015/16,25-34,Unknown,1
871,2015/16,25-34,Current smoker,79
872,2015/16,25-34,Former smoker,34
873,2015/16,25-34,Never smoked,296
874,2015/16,25-34,Unknown,3
875,2015/16,25-34,Current smoker,29
876,2015/16,25-34,Former smoker,18
877,2015/16,25-34,Never smoked,191
878,2015/16,25-34,Unknown,2
879,2015/16,25-34,Current smoker,22
880,2015/16,25-34,Former smoker,20
881,2015/16,25-34,Never smoked,235
882,2015/16,25-34,Unknown,4
883,2015/16,25-34,Current smoker,17
884,2015/16,25-34,Former smoker,39
885,2015/16,25-34,Never smoked,482
886,2015/16,25-34,Unknown,6
887,2015/16,35 and over,Current smoker,10
888,2015/16,35 and over,Former smoker,3
889,2015/16,35 and over,Never smoked,30
890,2015/16,35 and over,Current smoker,16
891,2015/16,35 and over,Former smoker,14
892,2015/16,35 and over,Never smoked,76
893,2015/16,35 and over,Unknown,3
894,2015/16,35 and over,Current smoker,6
895,2015/16,35 and over,Former smoker,5
896,2015/16,35 and over,Never smoked,68
897,2015/16,35 and over,Current smoker,4
898,2015/16,35 and over,Former smoker,8
899,2015/16,35 and over,Never smoked,77
900,2015/16,35 and over,Unknown,2
901,2015/16,35 and over,Current smoker,3
902,2015/16,35 and over,Former smoker,13
903,2015/16,35 and over,Never smoked,254
904,2015/16,35 and over,Unknown,4
905,2015/16,Under 25,Current smoker,40
906,2015/16,Under 25,Former smoker,17
907,2015/16,Under 25,Never smoked,40
908,2015/16,Under 25,Unknown,2
909,2015/16,Under 25,Current smoker,64
910,2015/16,Under 25,Former smoker,16
911,2015/16,Under 25,Never smoked,79
912,2015/16,Under 25,Unknown,2
913,2015/16,Under 25,Current smoker,24
914,2015/16,Under 25,Former smoker,8
915,2015/16,Under 25,Never smoked,34
916,2015/16,Under 25,Unknown,1
917,2015/16,Under 25,Current smoker,6
918,2015/16,Under 25,Former smoker,9
919,2015/16,Under 25,Never smoked,28
920,2015/16,Under 25,Unknown,3
921,2015/16,Under 25,Current smoker,7
922,2015/16,Under 25,Former smoker,6
923,2015/16,Under 25,Never smoked,47
924,2015/16,Under 25,Unknown,1
925,2015/16,25-34,Current smoker,14
926,2015/16,25-34,Former smoker,6
927,2015/16,25-34,Never smoked,23
928,2015/16,25-34,Unknown,1
929,2015/16,25-34,Current smoker,22
930,2015/16,25-34,Former smoker,19
931,2015/16,25-34,Never smoked,97
932,2015/16,25-34,Unknown,2
933,2015/16,25-34,Current smoker,39
934,2015/16,25-34,Former smoker,28
935,2015/16,25-34,Never smoked,232
936,2015/16,25-34,Unknown,4
937,2015/16,25-34,Current smoker,42
938,2015/16,25-34,Former smoker,52
939,2015/16,25-34,Never smoked,524
940,2015/16,25-34,Unknown,8
941,2015/16,25-34,Current smoker,23
942,2015/16,25-34,Former smoker,43
943,2015/16,25-34,Never smoked,525
944,2015/16,25-34,Unknown,10
945,2015/16,35 and over,Current smoker,4
946,2015/16,35 and over,Never smoked,4
947,2015/16,35 and over,Current smoker,4
948,2015/16,35 and over,Former smoker,1
949,2015/16,35 and over,Never smoked,21
950,2015/16,35 and over,Current smoker,2
951,2015/16,35 and over,Former smoker,12
952,2015/16,35 and over,Never smoked,52
953,2015/16,35 and over,Current smoker,14
954,2015/16,35 and over,Former smoker,21
955,2015/16,35 and over,Never smoked,182
956,2015/16,35 and over,Unknown,5
957,2015/16,35 and over,Current smoker,10
958,2015/16,35 and over,Former smoker,17
959,2015/16,35 and over,Never smoked,189
960,2015/16,Under 25,Current smoker,14
961,2015/16,Under 25,Former smoker,1
962,2015/16,Under 25,Never smoked,15
963,2015/16,Under 25,Current smoker,34
964,2015/16,Under 25,Former smoker,12
965,2015/16,Under 25,Never smoked,35
966,2015/16,Under 25,Current smoker,32
967,2015/16,Under 25,Former smoker,18
968,2015/16,Under 25,Never smoked,48
969,2015/16,Under 25,Unknown,1
970,2015/16,Under 25,Current smoker,25
971,2015/16,Under 25,Former smoker,19
972,2015/16,Under 25,Never smoked,76
973,2015/16,Under 25,Unknown,3
974,2015/16,Under 25,Current smoker,8
975,2015/16,Under 25,Former smoker,13
976,2015/16,Under 25,Never smoked,52
977,2015/16,Under 25,Unknown,2
978,2015/16,25-34,Current smoker,13
979,2015/16,25-34,Former smoker,10
980,2015/16,25-34,Never smoked,23
981,2015/16,25-34,Unknown,2
982,2015/16,25-34,Current smoker,12
983,2015/16,25-34,Former smoker,10
984,2015/16,25-34,Never smoked,36
985,2015/16,25-34,Unknown,9
986,2015/16,25-34,Current smoker,18
987,2015/16,25-34,Former smoker,30
988,2015/16,25-34,Never smoked,105
989,2015/16,25-34,Unknown,11
990,2015/16,25-34,Current smoker,8
991,2015/16,25-34,Former smoker,10
992,2015/16,25-34,Never smoked,48
993,2015/16,25-34,Unknown,6
994,2015/16,25-34,Current smoker,1
995,2015/16,25-34,Former smoker,2
996,2015/16,25-34,Never smoked,17
997,2015/16,35 and over,Current smoker,2
998,2015/16,35 and over,Former smoker,3
999,2015/16,35 and over,Never smoked,3
1000,2015/16,35 and over,Current smoker,3
1001,2015/16,35 and over,Former smoker,3
1002,2015/16,35 and over,Never smoked,9
1003,2015/16,35 and over,Unknown,2
1004,2015/16,35 and over,Current smoker,3
1005,2015/16,35 and over,Former smoker,8
1006,2015/16,35 and over,Never smoked,51
1007,2015/16,35 and over,Unknown,4
1008,2015/16,35 and over,Former smoker,4
1009,2015/16,35 and over,Never smoked,31
1010,2015/16,35 and over,Unknown,4
1011,2015/16,35 and over,Current smoker,1
1012,2015/16,35 and over,Former smoker,2
1013,2015/16,35 and over,Never smoked,8
1014,2015/16,35 and over,Unknown,1
1015,2015/16,Under 25,Current smoker,5
1016,2015/16,Under 25,Former smoker,3
1017,2015/16,Under 25,Never smoked,9
1018,2015/16,Under 25,Unknown,2
1019,2015/16,Under 25,Current smoker,7
1020,2015/16,Under 25,Former smoker,5
1021,2015/16,Under 25,Never smoked,22
1022,2015/16,Under 25,Unknown,3
1023,2015/16,Under 25,Current smoker,7
1024,2015/16,Under 25,Former smoker,12
1025,2015/16,Under 25,Never smoked,28
1026,2015/16,Under 25,Unknown,5
1027,2015/16,Under 25,Current smoker,1
1028,2015/16,Under 25,Former smoker,1
1029,2015/16,Under 25,Never smoked,15
1030,2015/16,Under 25,Former smoker,1
1031,2015/16,Under 25,Never smoked,5
1032,2015/16,Under 25,Unknown,1
1033,2015/16,25-34,Current smoker,129
1034,2015/16,25-34,Former smoker,132
1035,2015/16,25-34,Never smoked,288
1036,2015/16,25-34,Unknown,2
1037,2015/16,25-34,Current smoker,75
1038,2015/16,25-34,Former smoker,114
1039,2015/16,25-34,Never smoked,322
1040,2015/16,25-34,Unknown,3
1041,2015/16,25-34,Current smoker,37
1042,2015/16,25-34,Former smoker,121
1043,2015/16,25-34,Never smoked,318
1044,2015/16,25-34,Unknown,4
1045,2015/16,25-34,Current smoker,22
1046,2015/16,25-34,Former smoker,118
1047,2015/16,25-34,Never smoked,368
1048,2015/16,25-34,Unknown,4
1049,2015/16,25-34,Current smoker,32
1050,2015/16,25-34,Former smoker,151
1051,2015/16,25-34,Never smoked,852
1052,2015/16,25-34,Unknown,4
1053,2015/16,35 and over,Current smoker,40
1054,2015/16,35 and over,Former smoker,40
1055,2015/16,35 and over,Never smoked,107
1056,2015/16,35 and over,Current smoker,17
1057,2015/16,35 and over,Former smoker,28
1058,2015/16,35 and over,Never smoked,109
1059,2015/16,35 and over,Current smoker,11
1060,2015/16,35 and over,Former smoker,49
1061,2015/16,35 and over,Never smoked,114
1062,2015/16,35 and over,Current smoker,6
1063,2015/16,35 and over,Former smoker,67
1064,2015/16,35 and over,Never smoked,184
1065,2015/16,35 and over,Unknown,2
1066,2015/16,35 and over,Current smoker,11
1067,2015/16,35 and over,Former smoker,108
1068,2015/16,35 and over,Never smoked,584
1069,2015/16,35 and over,Unknown,4
1070,2015/16,Under 25,Current smoker,122
1071,2015/16,Under 25,Former smoker,63
1072,2015/16,Under 25,Never smoked,93
1073,2015/16,Under 25,Unknown,1
1074,2015/16,Under 25,Current smoker,43
1075,2015/16,Under 25,Former smoker,28
1076,2015/16,Under 25,Never smoked,66
1077,2015/16,Under 25,Current smoker,26
1078,2015/16,Under 25,Former smoker,24
1079,2015/16,Under 25,Never smoked,42
1080,2015/16,Under 25,Current smoker,19
1081,2015/16,Under 25,Former smoker,11
1082,2015/16,Under 25,Never smoked,33
1083,2015/16,Under 25,Unknown,1
1084,2015/16,Under 25,Current smoker,15
1085,2015/16,Under 25,Former smoker,14
1086,2015/16,Under 25,Never smoked,39
1087,2015/16,Under 25,Unknown,1
1088,2015/16,25-34,Current smoker,84
1089,2015/16,25-34,Former smoker,47
1090,2015/16,25-34,Never smoked,226
1091,2015/16,25-34,Unknown,12
1092,2015/16,25-34,Current smoker,26
1093,2015/16,25-34,Former smoker,21
1094,2015/16,25-34,Never smoked,152
1095,2015/16,25-34,Unknown,6
1096,2015/16,25-34,Current smoker,9
1097,2015/16,25-34,Former smoker,22
1098,2015/16,25-34,Never smoked,130
1099,2015/16,25-34,Unknown,4
1100,2015/16,25-34,Current smoker,7
1101,2015/16,25-34,Former smoker,18
1102,2015/16,25-34,Never smoked,149
1103,2015/16,25-34,Unknown,3
1104,2015/16,25-34,Current smoker,7
1105,2015/16,25-34,Former smoker,14
1106,2015/16,25-34,Never smoked,120
1107,2015/16,25-34,Unknown,5
1108,2015/16,35 and over,Current smoker,14
1109,2015/16,35 and over,Former smoker,10
1110,2015/16,35 and over,Never smoked,40
1111,2015/16,35 and over,Unknown,3
1112,2015/16,35 and over,Current smoker,2
1113,2015/16,35 and over,Former smoker,8
1114,2015/16,35 and over,Never smoked,49
1115,2015/16,35 and over,Current smoker,6
1116,2015/16,35 and over,Former smoker,12
1117,2015/16,35 and over,Never smoked,43
1118,2015/16,35 and over,Unknown,2
1119,2015/16,35 and over,Current smoker,4
1120,2015/16,35 and over,Former smoker,9
1121,2015/16,35 and over,Never smoked,66
1122,2015/16,35 and over,Unknown,3
1123,2015/16,35 and over,Current smoker,5
1124,2015/16,35 and over,Former smoker,7
1125,2015/16,35 and over,Never smoked,56
1126,2015/16,35 and over,Unknown,2
1127,2015/16,Under 25,Current smoker,39
1128,2015/16,Under 25,Former smoker,25
1129,2015/16,Under 25,Never smoked,125
1130,2015/16,Under 25,Unknown,7
1131,2015/16,Under 25,Current smoker,18
1132,2015/16,Under 25,Former smoker,7
1133,2015/16,Under 25,Never smoked,33
1134,2015/16,Under 25,Unknown,4
1135,2015/16,Under 25,Current smoker,10
1136,2015/16,Under 25,Former smoker,8
1137,2015/16,Under 25,Never smoked,24
1138,2015/16,Under 25,Unknown,3
1139,2015/16,Under 25,Current smoker,3
1140,2015/16,Under 25,Former smoker,4
1141,2015/16,Under 25,Never smoked,17
1142,2015/16,Under 25,Unknown,1
1143,2015/16,Under 25,Current smoker,1
1144,2015/16,Under 25,Former smoker,3
1145,2015/16,Under 25,Never smoked,6
1146,2015/16,Under 25,Unknown,1
1147,2015/16,25-34,Current smoker,67
1148,2015/16,25-34,Former smoker,23
1149,2015/16,25-34,Never smoked,155
1150,2015/16,25-34,Unknown,3
1151,2015/16,25-34,Current smoker,17
1152,2015/16,25-34,Former smoker,19
1153,2015/16,25-34,Never smoked,105
1154,2015/16,25-34,Unknown,3
1155,2015/16,25-34,Current smoker,6
1156,2015/16,25-34,Former smoker,9
1157,2015/16,25-34,Never smoked,47
1158,2015/16,25-34,Current smoker,3
1159,2015/16,25-34,Former smoker,6
1160,2015/16,25-34,Never smoked,38
1161,2015/16,25-34,Unknown,1
1162,2015/16,25-34,Current smoker,1
1163,2015/16,25-34,Former smoker,1
1164,2015/16,25-34,Never smoked,20
1165,2015/16,35 and over,Current smoker,16
1166,2015/16,35 and over,Former smoker,7
1167,2015/16,35 and over,Never smoked,31
1168,2015/16,35 and over,Unknown,1
1169,2015/16,35 and over,Current smoker,6
1170,2015/16,35 and over,Former smoker,3
1171,2015/16,35 and over,Never smoked,36
1172,2015/16,35 and over,Unknown,2
1173,2015/16,35 and over,Current smoker,1
1174,2015/16,35 and over,Former smoker,3
1175,2015/16,35 and over,Never smoked,15
1176,2015/16,35 and over,Current smoker,1
1177,2015/16,35 and over,Former smoker,1
1178,2015/16,35 and over,Never smoked,20
1179,2015/16,35 and over,Former smoker,1
1180,2015/16,35 and over,Never smoked,7
1181,2015/16,Under 25,Current smoker,45
1182,2015/16,Under 25,Former smoker,16
1183,2015/16,Under 25,Never smoked,60
1184,2015/16,Under 25,Unknown,2
1185,2015/16,Under 25,Current smoker,22
1186,2015/16,Under 25,Former smoker,8
1187,2015/16,Under 25,Never smoked,27
1188,2015/16,Under 25,Unknown,4
1189,2015/16,Under 25,Current smoker,7
1190,2015/16,Under 25,Former smoker,2
1191,2015/16,Under 25,Never smoked,14
1192,2015/16,Under 25,Unknown,1
1193,2015/16,Under 25,Former smoker,3
1194,2015/16,Under 25,Never smoked,6
1195,2015/16,Under 25,Former smoker,1
1196,2015/16,Under 25,Never smoked,1
1197,2015/16,Under 25,Unknown,1
1198,2015/16,25-34,Current smoker,69
1199,2015/16,25-34,Former smoker,57
1200,2015/16,25-34,Never smoked,82
1201,2015/16,25-34,Unknown,2
1202,2015/16,25-34,Current smoker,71
1203,2015/16,25-34,Former smoker,79
1204,2015/16,25-34,Never smoked,171
1205,2015/16,25-34,Unknown,1
1206,2015/16,25-34,Current smoker,20
1207,2015/16,25-34,Former smoker,44
1208,2015/16,25-34,Never smoked,140
1209,2015/16,25-34,Unknown,1
1210,2015/16,25-34,Current smoker,15
1211,2015/16,25-34,Former smoker,41
1212,2015/16,25-34,Never smoked,194
1213,2015/16,25-34,Unknown,2
1214,2015/16,25-34,Current smoker,8
1215,2015/16,25-34,Former smoker,37
1216,2015/16,25-34,Never smoked,136
1217,2015/16,25-34,Unknown,1
1218,2015/16,35 and over,Current smoker,15
1219,2015/16,35 and over,Former smoker,8
1220,2015/16,35 and over,Never smoked,20
1221,2015/16,35 and over,Unknown,2
1222,2015/16,35 and over,Current smoker,13
1223,2015/16,35 and over,Former smoker,19
1224,2015/16,35 and over,Never smoked,40
1225,2015/16,35 and over,Unknown,1
1226,2015/16,35 and over,Current smoker,9
1227,2015/16,35 and over,Former smoker,17
1228,2015/16,35 and over,Never smoked,43
1229,2015/16,35 and over,Current smoker,4
1230,2015/16,35 and over,Former smoker,21
1231,2015/16,35 and over,Never smoked,62
1232,2015/16,35 and over,Current smoker,1
1233,2015/16,35 and over,Former smoker,18
